id,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3hY3MPL9hAITPgVfiVlL5K,Stella By Starlight,"Joe Lovano, ",0.926,0.581,347773,0.163,0.861,0,0.116,-16.612,0,0.0547,88.101,4,0.443
2nhuWw711RfPtIY3NrpOZw,Let's Fall In Love,"Stan Getz, Gerry Mulligan, ",0.817,0.427,386280,0.216,0.00416,5,0.136,-14.166,1,0.0348,149.322,4,0.515
6pZOrJ9w1HbZJWu9TvBzIs,Brother Hiroshi,"Anthony Wonsey Trio, Richie Goods, Tony Reedus, ",0.7,0.571,379773,0.474,0.59,4,0.196,-11.634,0,0.0333,62.545,4,0.372
4WCZalosPdTXmwZ5ZUOarr,Ham Hocks and Cabbage,"Christian McBride, Christian McBride Trio, ",0.696,0.557,505067,0.104,0.899,3,0.1,-22.669,0,0.0437,123.145,4,0.315
3aiVRVghyLm8uMZoL4U96c,Blue Monk,"Ray Bryant Trio, ",0.842,0.632,309227,0.26,0.125,5,0.138,-14.86,1,0.0346,104.741,4,0.387
4QJTE3XQIN8lY4RBwc2c6w,Lucky To Be Me,"Tommy Flanagan, ",0.885,0.572,255000,0.488,0.853,2,0.103,-10.688,0,0.0592,126.43,4,0.603
3INugpDQxj3H8UlGg0zigo,Love Jumped Out,"Stan Getz, Bob Brookmeyer, ",0.757,0.597,466240,0.263,0.0000144,2,0.0921,-17.466,0,0.0468,79.227,4,0.515
11jHKP7tpYcDrVuSctGG6o,Stolen Moments,"Oliver Nelson, ",0.884,0.533,524933,0.192,0.835,0,0.143,-16.904,0,0.0475,115.642,4,0.334
37fKuIYSd67vF8mPpkgKyS,Honeysuckle Rose,"Ray Bryant, ",0.898,0.55,383027,0.389,0.914,1,0.106,-15.542,1,0.0308,166.246,4,0.753
6keKDGemOj5o7VJHNVaeYl,Bee Blues,"Brad Mehldau Trio, ",0.804,0.573,402013,0.271,0.8,6,0.0877,-16.138,1,0.0489,130.623,4,0.454
5x0knlH4sCOHjw2GjEZPEB,London Blues,"Brad Mehldau, ",0.702,0.455,422067,0.255,0.894,6,0.0591,-18.989,1,0.0492,79.761,4,0.291
1um3T5M9KAgWLDQk0IUzhh,Eronel,"Thelonious Monk, ",0.525,0.487,270133,0.354,0.000273,9,0.0958,-13.884,0,0.0417,177.572,4,0.731
3AhSSfO1Bovo84lQjJZrzZ,Send It On,"D'Angelo, ",0.168,0.789,356493,0.258,0.00714,5,0.326,-11.759,1,0.104,127.491,3,0.333
14VwBAL1qSlG4ovOSYUQF4,Spend The Night,"Rahsaan Patterson, ",0.0441,0.685,293400,0.549,0.0000539,2,0.0676,-9.175,0,0.0229,90.043,4,0.708
1tV7RXsTGdwxAvEo8Rv9pp,No Ordinary Love - Remastered,"Sade, ",0.641,0.619,438707,0.486,0.00883,11,0.0918,-10.421,0,0.0396,166.146,4,0.771
7BAAhI1TT3dDBS3WKrJhyZ,Keep You in Mind,"Guordan Banks, ",0.625,0.633,195997,0.611,0.00219,1,0.107,-6.56,1,0.0443,167.977,4,0.364
1HazDXnvOTubBFmZnabq7Q,So In Love - feat. Anthony Hamilton,"Jill Scott, ",0.363,0.709,275400,0.704,0,8,0.344,-6.021,1,0.0486,102.003,4,0.464
64mSigGWctZbfbfFpmBeer,Show Me the Way,"Earth & Wind & Fire feat. Raphael Saadiq, ",0.428,0.602,467733,0.497,0.000978,11,0.342,-5.865,1,0.0534,139.99,4,0.454
2wmHH8Xc9P2RN6fGDH4ON6,Anniversary - Radio Edit,"Tony! Toni! Toné!, ",0.05,0.707,272000,0.508,0,8,0.255,-9.629,0,0.0344,88.989,4,0.58
0QmLbWOTGnaMgUCL8xfWiw,Angel (Live),"Lalah Hathaway, ",0.369,0.567,342067,0.5,0.000055,11,0.53,-9.294,1,0.033,80.626,4,0.4
397fxHew7NyjryGWGr1Imy,"Baby, This Love I Have","Minnie Riperton, ",0.315,0.589,250867,0.437,0.00127,6,0.0944,-12.581,0,0.0487,83.263,4,0.747
6Z6apKp8CAta4BwlrrwlxO,All The Joy,"Moonchild, ",0.843,0.656,216453,0.217,0.0000043,5,0.296,-13.725,1,0.0538,90.065,4,0.217
3gATNBVu8d7oWs9WijPDjD,Pink + White,"Frank Ocean, ",0.674,0.539,184516,0.546,0.0000486,9,0.422,-7.448,1,0.106,159.996,3,0.536
2NnvIfwJpJtIHCsoWU3BCz,First Began,"PJ Morton, ",0.809,0.641,245099,0.191,0.000646,6,0.0943,-10.101,1,0.0375,72.499,4,0.425
1oiD5zGVKxlMNCxSUXGL9g,The Greatest,"KING, ",0.00904,0.601,195424,0.822,0.0159,5,0.0617,-5.407,0,0.0352,167.927,4,0.956
04Ojun9jaS6U7HTwRIoRf3,Green Aphrodisiac,"Corinne Bailey Rae, ",0.687,0.558,351227,0.505,0.000761,0,0.102,-7.614,0,0.0314,135.958,4,0.148
2qUZliZ9NHUYIAZqRNe6pZ,GOT IT GOOD,"KAYTRANADA, Craig David, ",0.0475,0.606,228147,0.503,0,7,0.116,-6.678,0,0.155,80.04,4,0.325
0qweeIYNNLMlGrX4czWMi1,Something,"Phonte, Eric Roberson, ",0.0156,0.639,288109,0.666,0.00000381,5,0.31,-7.943,0,0.0549,88.019,4,0.542
4MmwyJaWLDXjjWzXQti4cl,Deep Waters,"Incognito, ",0.354,0.686,395067,0.641,0.0000358,1,0.0751,-9.625,0,0.031,153.683,4,0.9
6W2bTxfCjQSgQHwH2LgbGC,There’s Nothing Like This (feat. Pino Palladino),"Omar, Pino Palladino, ",0.466,0.563,321813,0.549,0.00302,3,0.369,-8.802,1,0.0587,155.75,4,0.673
7muWyt73NWsGW3aPV1YILN,Cloud 9 - Main,"Donnie, ",0.167,0.632,308453,0.731,0,8,0.0305,-7.182,1,0.348,92.088,4,0.675
46ojXpU8hKUPFiDhBwUt6J,The Ingredients Of Love - Duet w/ Musiq Soulchild,"Angie Stone, Musiq Soulchild, ",0.26,0.514,236240,0.737,0,8,0.222,-5.25,0,0.308,78.806,4,0.65
1GWVyqmjhJkUfqaJwUk8Xi,Lake By the Ocean,"Maxwell, ",0.49,0.608,239027,0.652,0,4,0.348,-4.844,0,0.0953,76.02,4,0.373
0AZTkbO9umWmABq28mfkle,Love Natural,"Frank Mccomb, ",0.663,0.64,415827,0.678,0.0244,11,0.128,-7.945,0,0.065,86.718,4,0.463
79UjqYt9MCLlBpzAvaKVJj,In Love With You,"Erykah Badu, ",0.583,0.722,321000,0.274,0,9,0.173,-12.727,0,0.0696,132.505,4,0.647
4dlh921u5Ojn59FK2TOC24,Beautiful Surprise,"India.Arie, ",0.389,0.452,148701,0.229,0,9,0.143,-11.802,1,0.0421,76.131,4,0.355
22Ixvd6v1ofmishJchJfvN,No Limit,"Kindred The Family Soul, ",0.55,0.363,216813,0.677,0,1,0.158,-6.699,0,0.474,185.426,4,0.496
767PVupkn44LW4Mt9ZpKAV,Take Me Away,"John Legend, ",0.412,0.732,183173,0.642,0,3,0.135,-6.148,1,0.0573,89.983,4,0.765
4ev5Rkbz4eBHm447hrf7pZ,So Into You,"Ledisi, ",0.00965,0.68,227640,0.489,0.0000142,1,0.0737,-6.496,1,0.0778,82.424,4,0.552
4iuNZTcvT9diFySSzVsnVS,When I See U,"Fantasia, ",0.457,0.569,217347,0.596,0.0000899,8,0.205,-6.486,1,0.171,93.134,4,0.764
7gEGhEb1VcCeC6lJWnjI9Z,Love No Limit,"Mary J. Blige, ",0.172,0.547,299627,0.693,0.00269,11,0.052,-7.774,0,0.0526,169.659,4,0.595
0HrrWZIJ7hR7C0JmDZ2uvN,So Amazing,"Luther Vandross, ",0.49,0.626,221773,0.356,0.000031,3,0.225,-13.046,0,0.0332,128.588,4,0.304
1JPJQLSYAvPp4qnzC8Uk6Y,Lovin' You,"The O'Jays, ",0.609,0.627,317907,0.422,0.0000171,7,0.186,-10.814,1,0.0366,74.824,4,0.588
5Ikg1hHVz53mrytVXGrztN,"Love, Need And Want You","Patti LaBelle, ",0.84,0.566,300120,0.494,0,4,0.322,-9.36,1,0.0496,150.699,4,0.505
4KWRdYADKz1Fo1eLXWuMLi,All I Ever Think About,"Chrisette Michele, ",0.292,0.639,220827,0.724,0,8,0.11,-4.538,1,0.082,125.659,4,0.557
13fIg7eB5MP9slSQayHhjH,Let's Stay Together - Midnight Mix,"Eric Benét, ",0.517,0.769,286973,0.322,0,6,0.072,-6.615,1,0.0373,102.111,4,0.372
3afeZ81GDy59tATovKyH6Z,I Know You Know,"Esperanza Spalding, ",0.758,0.607,225200,0.427,0.0111,2,0.0961,-11.417,0,0.0758,89.306,4,0.77
25SXTm4vpejjWXqQrUftkO,Someone To Love,"Mint Condition, ",0.215,0.525,320093,0.567,0.00000192,2,0.358,-7.029,1,0.0356,141.877,4,0.314
4cVWa9vuwfPOukSIZN9012,How Many Ways,"Toni Braxton, ",0.0682,0.688,288093,0.758,0,10,0.192,-6.453,0,0.0819,77.906,4,0.717
3c6afiysmB7OnxQzzSqRfD,So Into You,"Tamia, ",0.0665,0.656,261867,0.479,0.00272,7,0.168,-7.055,0,0.0348,184.374,4,0.71
2UXEwIOtNGUUgGdXnds8V7,Closer,"Goapele, ",0.462,0.714,229693,0.436,0.0117,1,0.107,-6.471,1,0.0342,93.025,4,0.364
4RMIDsxooqjhLIkxhlWzLa,You,"Raheem DeVaughn, ",0.429,0.777,302187,0.654,0,2,0.105,-7.333,1,0.0336,124.009,4,0.509
2fE4MbwX3QGMzNaMjGVhtw,Say Yes,"Floetry, ",0.219,0.74,268373,0.404,0.00000141,5,0.128,-12.947,0,0.0761,117.887,1,0.431
7GazZcRE8uDL24PzwyUe2f,Between the Sheets,"The Isley Brothers, ",0.621,0.716,338573,0.435,0,0,0.0662,-10.502,1,0.114,83.925,4,0.512
1Dx8rIZaXzZPvUQRF2j9hB,Sweet Lady,"Tyrese, ",0.233,0.588,290600,0.522,0,9,0.24,-6.254,0,0.0383,66.024,4,0.571
6gsmFgUiSTuinJlScwFODv,I Love You,"Faith Evans, ",0.00981,0.489,267160,0.757,0,11,0.234,-4.062,0,0.0926,168.004,4,0.557
0E6r8RJJE0WgS5GGsAIuBO,Nothing Has Ever Felt Like This,"Rachelle Ferrell, ",0.336,0.417,385312,0.236,0.00000619,4,0.0682,-17.719,0,0.0346,110.569,3,0.163
2lnQcP5hr4RKR63TFvnI4k,Overjoyed,"Stevie Wonder, ",0.552,0.367,222586,0.271,0,10,0.147,-17.318,1,0.0316,83.078,4,0.163
1emvYBqAWFPpFUQyhBG9He,I'd Give My Life For You - Alternate Mix,"Marvin Gaye, ",0.398,0.269,209000,0.426,0,0,0.275,-8.179,1,0.0351,83.152,3,0.243
7gh2v4IHnxdiwSgA6xluhe,Through The Fire,"Chaka Khan, ",0.166,0.569,286693,0.589,0.00000691,8,0.132,-7.395,1,0.0306,130.865,4,0.407
5oYwkqmQlYM6HXmC6psUym,I Never Wanna Live Without You,"Mary J. Blige, ",0.412,0.566,377278,0.528,0,7,0.072,-8.879,0,0.0828,136.179,4,0.332
7fa1oiFqQFhlO8ghtLIGpR,Beautiful To Me,"Shane Filan, ",0.368,0.688,213945,0.415,0,2,0.116,-8.701,1,0.0308,88.499,4,0.282
3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,"Joel Adams, ",0.0118,0.513,210580,0.768,0.0000194,4,0.294,-4.868,0,0.0587,84.264,4,0.235
1OBlp2GgUQbPMtGNYg4Kdn,Perfect Melody,"Nano, ",0.125,0.693,203520,0.613,0,3,0.111,-6.209,1,0.0268,117.993,4,0.46
3qhobDAfBcVoOWZP8Ck8R2,Ophelia,"The Lumineers, ",0.613,0.664,160097,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.573
34gCuhDGsG4bRPIf9bb02f,Thinking Out Loud,"Ed Sheeran, ",0.474,0.781,281560,0.445,0,2,0.184,-6.061,1,0.0295,78.998,4,0.584
2nI6aT3cnPFoXQ1L705wcY,Some Type Of Love,"Charlie Puth, ",0.353,0.706,185608,0.589,0,2,0.105,-6.051,1,0.08,90.491,4,0.41
5JhtfNV7PsT5L5nrIJ4IUp,Dandelion,"Kacey Musgraves, ",0.359,0.581,182453,0.505,0.00131,11,0.131,-10.104,1,0.0312,79.322,4,0.183
6FOyzhp375u8DapDyQqGTh,Tiger Striped Sky,"Roo Panes, ",0.944,0.473,241720,0.317,0.0124,2,0.11,-10.324,1,0.0318,139.899,4,0.125
3efYhFCibQlRplX1OP1924,Bang My Head - Radio Version,"Sweetfire, ",0.719,0.641,286897,0.301,0.0000408,4,0.126,-8.309,0,0.0278,87.984,4,0.124
3GBlLqIYgB8zWaeWDNJzdh,Capsize,"FRENSHIP, Emily Warren, ",0.042,0.681,237760,0.708,0.14,5,0.682,-6.019,0,0.0304,92.993,4,0.359
1obcO5plIza6FtGmMD9ceN,Running Out - Live From The Studio / 2016,"Astrid S, ",0.984,0.51,165307,0.224,0.0000278,10,0.145,-7.423,1,0.0624,167.805,4,0.337
10tMVFMvd9224Zcq4A5dRL,Collide - Chris Lord-Alge Mix aka Radio Edit,"Howie Day, ",0.264,0.56,247707,0.76,0.00000432,11,0.123,-7.408,1,0.0321,93.981,4,0.515
5REdxRARKVoJuZppmwglN4,Solid Ground,"Alex Vargas, ",0.512,0.372,237160,0.487,0.000212,1,0.192,-7.165,0,0.0432,108.43,4,0.159
6SJ1qt2W5A4AEdxjqajMWU,I Just Wanna Love You,"The Shires, ",0.435,0.587,233053,0.398,0.00000523,3,0.155,-9.965,1,0.0278,145.9,4,0.319
2so9nFRdufwNO4A5Bmhqwd,Diamond Mind,"Jonah Tolchin, ",0.667,0.471,235907,0.21,0.0612,4,0.118,-18.761,1,0.0409,80.603,4,0.406
3I8PF8Xx9JcHbLhKqEdKgW,Till The Sun Comes Up,"Gavin James, ",0.893,0.457,236187,0.21,0,3,0.0816,-12.284,1,0.0339,127.979,4,0.197
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez, ",0.621,0.728,217707,0.563,0,1,0.179,-8.053,0,0.134,100.017,4,0.35
0G9ndKuRExPgFmcp5SgBsp,Retreat,"Cocoon, Natalie Prass, ",0.753,0.523,210000,0.331,0.00205,11,0.102,-13.149,1,0.0409,82.956,4,0.321
6AQGlm2uDrOVXPVJE4hrNu,Lost In My Mind,"The Head and the Heart, ",0.43,0.372,259120,0.542,0.000335,2,0.282,-8.113,1,0.0288,95.34,4,0.38
059ACLUOyEcdruA2m9f2jd,Unstoppable,"Sia, ",0.112,0.468,217747,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.268
1eftIypOTzVCDPv9xLZPDN,Only You (with James Corden),"Kylie Minogue, James Corden, ",0.897,0.49,185747,0.294,0,10,0.111,-10.154,1,0.0264,94.987,5,0.245
5TGZ9gUY5LoJLxDg7B5H7w,Summertime Of Our Lives,"Cody Simpson, ",0.274,0.618,195173,0.504,0,0,0.105,-7.571,1,0.0347,138.031,4,0.264
2pV8RpdLemcyMWko8dASVt,Like I'm Gonna Lose You,"Jasmine Thompson, ",0.958,0.398,232339,0.174,0.00000416,0,0.158,-11.16,1,0.0364,172.152,3,0.137
3xGea4DXyeushHopGks3y8,Good Love,"Jason Castro, ",0.124,0.572,185133,0.885,0,10,0.336,-4.196,1,0.0353,93.037,4,0.576
0ELQGxXgUafqOu80urrauc,Trust Somebody,"Jackie Greene, ",0.0669,0.547,300400,0.577,0,2,0.143,-5.331,1,0.0286,133.859,4,0.358
5GkqK9pWQDOSZ1NKA1hCmD,To Lose Someone,"Taken By Trees, ",0.655,0.735,286627,0.533,0.446,7,0.1,-13.101,1,0.0337,94.997,4,0.575
1fDm1kCj6dwmviArCtCsOA,Distance And Time,"Alicia Keys, ",0.378,0.45,267467,0.434,0.00236,0,0.108,-8.952,1,0.0295,139.544,4,0.234
7GsLrzsAash4bp75SltRaN,Chasing Pirates,"Norah Jones, ",0.547,0.85,160907,0.468,0.0667,2,0.106,-9.09,0,0.039,106.974,4,0.761
4U45aEWtQhrm8A5mxPaFZ7,Vienna,"Billy Joel, ",0.659,0.532,214240,0.495,0,10,0.0754,-6.662,1,0.0343,124.936,4,0.295
5svqb6M7Krlb9dkS2AWTyd,Am I Forgiven?,"Rumer, ",0.452,0.652,208283,0.497,0.00000249,0,0.0982,-9.355,1,0.0281,117.024,4,0.6
1bpAGufvAgqEIob4V1k7mP,Nervous,"Gavin James, ",0.375,0.543,216200,0.673,0.0000765,7,0.127,-10.046,1,0.0384,83.102,4,0.159
25IjPQGriH6U43pgITzSQz,After All This Time,"The Beautiful Girls, ",0.632,0.843,227720,0.422,0.00046,11,0.0896,-10.477,0,0.0655,95.947,4,0.497
0YoOpaGDxRwq6gFbbU8lRg,The Three Of Me,"William Bell, ",0.578,0.596,204347,0.534,0.0000196,5,0.117,-6.41,1,0.0381,156.036,4,0.731
1X0mseEKRtcotfixQOCNR3,The Desert Babbler,"Iron & Wine, ",0.228,0.51,207160,0.631,0.00794,6,0.338,-8.921,0,0.0371,88.832,4,0.618
4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,"Ruth B, ",0.965,0.71,275280,0.0565,0,7,0.0889,-15.099,1,0.0534,123.994,4,0.352
6xraWJ8FdIJ8c8HpwXhNgs,Windy,"Scarlet Pleasure, ",0.0573,0.628,205952,0.568,0,1,0.11,-7.354,0,0.101,198.074,4,0.379
7mNPYVxyHtEneLo7tjQJMj,Ugly Heart,"Thyra, ",0.506,0.651,218000,0.437,0,9,0.101,-8.008,1,0.0305,94.996,4,0.575
1A4WjuUXeFEVXjwgc7eVZ6,Good People,"Jack Johnson, ",0.204,0.721,208507,0.586,0.0000221,11,0.0902,-5.999,1,0.034,176.105,4,0.916
4CHJIqkY1bvrvfpP3qb2qi,Stitches - Acoustic Version,"Chris Call, ",0.774,0.633,199890,0.407,0,3,0.167,-9.524,1,0.0398,129.666,4,0.334
2JR7RCUN6pZIoyNzaqxdUa,Cassidy,"Brett Dennen, ",0.182,0.602,268440,0.595,0.00000844,8,0.0812,-10.337,1,0.0339,84.362,4,0.963
7ilS0BPWS8ek2P2GaxH3cP,When We Were Young,"Adele, ",0.303,0.377,290900,0.595,0,3,0.095,-5.936,1,0.0489,144.464,4,0.264
5fMInRpERS8jP2zPz6QyUI,Love And Happiness,"Marc Broussard, ",0.0269,0.884,278147,0.469,0.00111,1,0.073,-9.852,0,0.0372,94.345,4,0.896
5NerQeQcH7IbwZOEjCenst,Do You Remember,"Jarryd James, ",0.181,0.649,234853,0.333,0.000269,1,0.115,-9.938,0,0.0556,143.992,4,0.335
6i0V12jOa3mr6uu4WYhUBr,Heathens,"Twenty One Pilots, ",0.0841,0.732,195920,0.396,0.0000358,4,0.105,-9.348,0,0.0286,90.024,4,0.547
6SdUtkLRQtzXzsEHjEGHna,Here Is Where Your Love Belongs,"Jaye P. Morgan, ",0.101,0.531,272627,0.355,0.000652,11,0.0546,-11.583,0,0.0498,150.543,4,0.645
5hzDqrcTySa1Ek9nRCRd7Q,Carry On,"Norah Jones, ",0.929,0.488,168107,0.22,0.27,10,0.109,-14.811,1,0.0391,80.08,3,0.387
31jzyAcjx8yaU7A0tUNgTO,Perfect,"Lucie Silvas, ",0.793,0.312,288255,0.332,0,6,0.155,-4.718,1,0.0393,169.221,4,0.358
1JIonCKtbUUkRIeEJrQBGU,Comeback Kid,"The Band Perry, ",0.273,0.781,231427,0.688,0,3,0.115,-5.718,1,0.0472,127.977,4,0.456
37R0bQOQj5a7DOqh1TGzvB,One Call Away,"Charlie Puth, ",0.403,0.667,194453,0.613,0,1,0.115,-5.353,1,0.0344,91.024,4,0.479
429EttO8gs0bDo2SQfUNSm,Georgia,"Vance Joy, ",0.312,0.388,230507,0.66,0.000307,11,0.0943,-7.372,1,0.0308,143.554,4,0.386
0H9k5RFDiHzL0WTPBk7Xz8,I Never Learn,"Lykke Li, ",0.224,0.297,186093,0.43,0.000686,11,0.228,-6.828,0,0.0377,119.943,4,0.133
228IDYsx1EAHiuh9xLktmj,America,"First Aid Kit, ",0.871,0.27,218240,0.329,0.00000891,9,0.12,-7.318,1,0.032,163.236,3,0.179
4ailHqDa2ThPlIsChM6neH,Roads,"Chris Mann, ",0.255,0.331,226413,0.539,0,0,0.125,-5.005,1,0.0323,128.306,4,0.134
0VZ9xPNa6ROafP6GYYuv2S,Marry Me,"Train, ",0.829,0.366,205453,0.269,0.0000167,0,0.108,-8.456,1,0.0287,86.577,4,0.468
2HLd7alxKkXHU2KmbGUUVm,Bridge,"High Highs, ",0.902,0.602,150522,0.359,0.0263,6,0.0946,-7.893,1,0.0244,90.458,4,0.437
7nb2hZWBxeG38lwcRjFqn4,You Are So Beautiful,"Joe Cocker, ",0.86,0.387,162467,0.182,0.00255,1,0.0962,-10.815,1,0.0311,121.903,4,0.0894
3fxc2GDtIjDprOyMFABWDs,Stay With Me,"Amos Lee, ",0.145,0.519,193293,0.458,0.0171,5,0.113,-8.835,1,0.0263,108.401,4,0.319
1QDnmfye4v7yZ7RBPFjzXT,I Could Be The One - Noonie Bao Acoustic Mix,"Avicii, Nicky Romero, ",0.931,0.346,231427,0.316,0.0000653,9,0.0935,-10.266,1,0.0375,202.991,4,0.212
7oZpnpAQYHe936t9pd3HKr,When I Was a Boy,"Electric Light Orchestra, ",0.843,0.237,192987,0.462,0.0585,0,0.0964,-7.79,1,0.0308,149.178,4,0.323
1MDoll6jK4rrk2BcFRP5i7,Hello,"Adele, ",0.329,0.471,295502,0.431,0,5,0.0854,-6.129,0,0.0342,157.98,4,0.293
6SQx5fpFMzeBrKsmj6xn1i,Back At One,"Brian McKnight, ",0.443,0.631,198941,0.447,0.00000157,11,0.161,-8.043,1,0.0283,134.067,4,0.363
7MY77zbtJr7KOSrOza4S3L,7 Years,"Lukas Graham, ",0.322,0.726,237300,0.498,0,10,0.386,-5.788,1,0.0621,119.825,4,0.338
7oDjaRDdf9zNQ8N3yRjQwF,Feeling Good,"Avicii, ",0.318,0.394,228939,0.581,0,11,0.112,-5.489,0,0.0397,100.092,3,0.0995
5TDxhVHsd9AxcWieCsYtcs,Stone,"Alessia Cara, Sebastian Kole, ",0.308,0.763,228000,0.503,0.0000321,6,0.0904,-5.875,1,0.0323,128.023,4,0.362
7fWSIddv6LJG8ZXJFNVQyi,Nothing Really Matters,"Mr. Probz, ",0.888,0.404,222042,0.225,0,4,0.111,-8.829,1,0.0363,135.075,4,0.268
1JmLA5HZ7Wp7L8DNctLpUW,Nana,"The 1975, ",0.779,0.686,236747,0.288,0.00304,5,0.115,-11.533,1,0.03,111.036,4,0.221
7COMDcdoMSxa2xl20MkYqj,Rude - Acoustic Version,"Sweetfire, ",0.815,0.657,228000,0.331,0,4,0.106,-7.181,0,0.0284,128.038,4,0.257
1ulDt6ySVbMbzZCBO6hSfb,Little Talks,"Julia Sheer & Jon D, ",0.873,0.637,219760,0.263,0,5,0.164,-9.094,0,0.0399,97.423,4,0.483
1WXVfFRD89EtVURD4Tbixo,The Breach,"Dustin Tebbutt, ",0.617,0.629,253848,0.586,0.0803,1,0.129,-8.562,1,0.0269,102.995,5,0.523
5P6ZBMWS66FVo6deJaDdHy,Dust to Dust,"The Civil Wars, ",0.745,0.747,229653,0.265,0.0169,1,0.11,-14.141,1,0.0354,138.017,4,0.208
2zhk0kypGeOPsaaZcjyc14,Burning House,"Cam, ",0.887,0.728,231333,0.253,0.0000111,0,0.133,-8.427,1,0.0304,140.923,4,0.455
5vGpdYEtZbiBVq1dT6SCqI,Home,"Max Jury, ",0.377,0.518,197207,0.328,0.0989,11,0.1,-10.401,1,0.0273,123.128,4,0.103
7Lwj4BttdzmwGIL5pigaMV,Have I Told You Lately - 2008 Remastered Version,"Rod Stewart, ",0.498,0.523,241507,0.366,0,10,0.094,-14.069,1,0.0331,142.814,4,0.289
2pHMa8nz26rjjBf2a6wgY8,Quits,"Danny O'Keefe, ",0.675,0.45,198840,0.304,0.414,7,0.0896,-12.395,1,0.0286,133.054,4,0.35
7rR5X9RKz5VprclstYOLb5,Breakers Roar,"Sturgill Simpson, ",0.669,0.369,212587,0.31,0.514,11,0.245,-13.384,0,0.0309,84.41,4,0.173
4m8ttWM8IKXyhpv89E867J,Cherry Blossom Girl,"Air, ",0.362,0.436,219760,0.76,0.955,1,0.13,-7.906,0,0.0374,75.012,4,0.501
5jAKG8v1Xo3hOqcZwgZ22Y,The Other Part of Me,"Lillie McCloud, ",0.00708,0.569,274440,0.529,0,1,0.106,-6.914,1,0.0315,123.922,4,0.199
4T2SmVJPtDdugk5j5xV1d5,You And Me,"Lifehouse, ",0.115,0.458,195493,0.428,0,7,0.161,-7.835,1,0.0268,139.9,3,0.359
7Eb59n8SQ59pPFArft6W53,Close To You,"Dionne Warwick, Mýa, ",0.24,0.681,239908,0.467,0,4,0.123,-8.637,0,0.0588,84.001,4,0.352
0oYo06FRCBtrE3kWrDcsDF,I Hope That I Don't Fall In Love With You,"Tom Waits, ",0.919,0.558,234533,0.177,0.000211,0,0.113,-16.368,1,0.028,85.887,4,0.459
4zzVVVW5qjEevwa6T51C0O,Without You (Alternate Version),"Tobias Jesso Jr., ",0.815,0.513,212448,0.422,0.00142,1,0.0858,-9.261,1,0.0267,131.045,4,0.0765
30YeduyphaQJydQLUBXEEP,Walk The Line,"Ben L'Oncle Soul, ",0.0671,0.321,248467,0.51,0.0000297,7,0.0778,-6.815,1,0.0306,129.491,4,0.322
104Rq6Oh9cRttOFKVPiVmo,Heroes - Acoustic Version,"Hamilton, ",0.949,0.682,227143,0.13,0.00000263,1,0.093,-12.496,1,0.0342,111.85,4,0.24
6xM8oBy40nK1rOd8WmoOPx,Last Request,"Paolo Nutini, ",0.241,0.605,220413,0.704,0,5,0.137,-6.564,1,0.0476,80.925,4,0.405
2WOpBtXX02RS4UCzBholDq,I Don't Want To Change You,"Damien Rice, ",0.472,0.41,326206,0.306,0.0000328,4,0.12,-9.704,0,0.0348,141.565,4,0.161
3RVupqMb1zXl8FNG9TlWBZ,Mykonos,"Fleet Foxes, ",0.417,0.391,275307,0.45,0.000335,11,0.14,-9.251,1,0.0306,121.946,4,0.347
2YVGvtfEQall8Grv3CTfgq,Soundwaves of Gold,"The Daydream Club, ",0.753,0.601,176400,0.538,0,9,0.0991,-5.993,0,0.0297,149.963,3,0.383
7BVwi9cIzSc6tpyxsp47vJ,Mess Is Mine,"Vance Joy, ",0.047,0.595,223640,0.723,0.0286,7,0.0995,-8.256,1,0.0349,108.043,1,0.267
1wmLLUmH0mNjDkyS5eW6ge,Half A Native,"Buxton, ",0.895,0.553,212653,0.444,0.882,4,0.4,-12.916,1,0.0291,106.014,4,0.361
3gvAGvbMCRvVDDp8ZaIPV5,Lost in My Mind,"The Head and the Heart, ",0.451,0.375,259120,0.546,0.000312,2,0.278,-8.16,1,0.0294,95.361,4,0.361
2fSIF8CJhoc9CJhF9vJDXp,Jolene,"Ray LaMontagne, ",0.862,0.587,250867,0.142,0.000162,7,0.0953,-15.196,1,0.0329,119.752,4,0.286
3dhLTGgw1EvjXExJYxTfWw,Devil's Spoke,"Laura Marling, ",0.473,0.447,218188,0.568,0.00028,2,0.0824,-9.172,1,0.0423,117.561,4,0.298
2OTovEYN1lx57YfLEe4ylM,Funtimes in Babylon,"Father John Misty, ",0.74,0.536,219893,0.489,0,4,0.0948,-7.669,1,0.0319,104.598,4,0.37
08cXy6KUizaAelYXtcew3w,1957,"Milo Greene, ",0.663,0.388,204213,0.595,0.0000558,1,0.178,-9.799,1,0.0325,190.043,4,0.577
0wCdVAzMXQRstCMaYcTRs5,Ends of the Earth,"Lord Huron, Ben Schneider, ",0.28,0.551,286547,0.574,0.0264,4,0.134,-8.676,1,0.03,120.946,4,0.397
