id,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0k2ZJ0m9z3FVkeFhgB5QiW,Silly Things,"Wild Child, ",0.736,0.513,254333,0.528,0.00000782,0,0.109,-7.162,1,0.0643,141.415,4,0.378
3QNVDWzBXxbwWcBwZc79qM,King of the World,"First Aid Kit, ",0.0227,0.502,218840,0.753,0,0,0.0845,-4.764,1,0.0372,104.623,4,0.516
061JLUPX1zwaAfZVqtopAo,Hey,"Falls, ",0.13,0.588,181440,0.681,0,10,0.272,-5.376,0,0.0274,104.982,4,0.572
0Hb2wHT0WevP1oSjp1Ubev,Wild Country,"Wake Owl, ",0.451,0.554,223584,0.566,0.000364,9,0.128,-8.728,1,0.0295,86.051,4,0.374
26p3fcRB4MtqizEUYoaSmW,Nothing to Show For,"Nathaniel Rateliff, ",0.661,0.453,249377,0.657,0.00319,5,0.183,-7.737,1,0.0448,147.583,4,0.424
6rKl4Ooob8IXYFoYgRFo7b,Another,"Greylag, ",0.651,0.578,211467,0.608,0.00275,0,0.0775,-9.23,1,0.0305,91.007,4,0.406
1xXLNhxX57cZqLsDPlKZpc,The Walls Are Coming Down,"Fanfarlo, ",0.00679,0.546,255280,0.74,0.0000334,7,0.0634,-5.631,1,0.0269,101.652,3,0.279
6PCf10OiKJyah7OkiIzrEF,I Am Not Waiting Anymore,"Field Report, ",0.785,0.447,208187,0.262,0.000135,5,0.122,-9.218,1,0.036,80.59,3,0.166
0vwNpXR7SPHC5Ef7f5W4DA,Poison Cup,"M. Ward, ",0.333,0.453,160693,0.559,0.0104,0,0.109,-9.466,1,0.0307,112.221,4,0.282
3ZrxDW8SSPZkGPwDggS9zh,Home from Home,"Roo Panes, ",0.807,0.528,180613,0.28,0.000377,7,0.116,-10.181,1,0.0368,102.061,3,0.347
0bZ52QzCCKfrfOqs7za6lI,Cherry Wine - Live,"Hozier, ",0.951,0.415,240147,0.11,0.00236,1,0.0962,-14.901,1,0.0388,81.876,4,0.224
3ihp0qYSN89GBnrgF6GhRh,Either Way,"Beta Radio, ",0.637,0.651,135560,0.621,0.000122,8,0.0712,-7.271,1,0.0359,77.578,4,0.904
3o2tw8emnaXFAIKBYdKW5T,Northern Lights,"Bowerbirds, ",0.548,0.69,174000,0.439,0.00117,5,0.163,-9.476,1,0.0289,114.118,4,0.265
1KlDcHrlDPUJJPmMup3tUp,5 Years Time,"Noah And The Whale, ",0.335,0.8,214920,0.559,0,0,0.148,-7.11,1,0.116,121.967,4,0.79
72BlyfR0zO3NWcLZQ1ARcK,Don't Let It Get You Down,"Johnnyswim, ",0.0926,0.69,200401,0.657,0.000209,7,0.12,-4.397,0,0.0372,140.005,4,0.498
7qzqcfLHBAUherRXgW4Ul7,Amy,"Ryan Adams, ",0.836,0.506,226333,0.0821,0.0000917,6,0.123,-19.236,1,0.0363,123.745,4,0.194
5Zp4SWOpbuOdnsxLqwgutt,At Home,"Crystal Fighters, ",0.104,0.649,306440,0.897,0.197,11,0.121,-4.809,1,0.0318,105.002,4,0.35
5Sn4XTt5iCcHgX9bKeQhZf,Little More Time,"Ciaran Lavery, ",0.539,0.632,226880,0.546,0.0000845,10,0.617,-8.57,1,0.0333,72.559,4,0.407
1qhlfTipmALXorAyNHoEiH,Easy to Love - Live at Spotify House,"Ivan & Alyosha, ",0.294,0.613,217630,0.53,0.0000113,4,0.116,-8.201,1,0.035,171.814,4,0.615
7I7LzsOIMxsFZ3B8nDDG7y,Elation,"Isbells, ",0.851,0.563,210573,0.275,0.0022,8,0.0738,-12.969,1,0.0461,82.528,4,0.231
5k0XigfR3dI8VmaYo2BV2K,Into the Fire,"Foy Vance, ",0.458,0.455,282280,0.291,0.249,10,0.0928,-15.399,1,0.0279,73.945,4,0.301
3OxuCeQqFNGjLuZUlEXzZp,A Candle's Fire,"Beirut, ",0.153,0.588,199280,0.633,0.0000595,6,0.139,-5.772,1,0.0392,119.908,4,0.582
2EWRUGLGX59cwdpIZjmkQO,This Sweet Love,"James Yuill, ",0.119,0.64,223613,0.619,0.38,0,0.0597,-8.894,0,0.0297,115.01,4,0.572
0yudq8TZZ686FPj3fMKcFd,Coconut Skins - Live At Fingerprints,"Damien Rice, ",0.143,0.321,238653,0.422,0,7,0.955,-7.687,1,0.029,98.238,4,0.465
7w9qIugZIij4NGIBmNpp3P,Like Real People Do,"Hozier, ",0.885,0.568,197787,0.163,0.0000643,7,0.106,-13.368,1,0.0276,140.008,3,0.173
4hIv0vg8xbxlbbde8cIkcz,Shine,"Benjamin Francis Leftwich, ",0.64,0.714,182613,0.533,0.0000017,4,0.162,-10.405,1,0.0293,118.107,4,0.633
4JKHACLkotsxdKNF9vJYOS,Nothing Arrived - Live from Spotify London,"Villagers, ",0.929,0.579,219093,0.415,0.0018,7,0.671,-11.599,1,0.0397,102.713,4,0.412
3aDzxZK00STXm41wUiuKS2,We Don't Eat,"James Vincent McMorrow, ",0.91,0.432,293800,0.372,0.0105,7,0.121,-12.494,1,0.0481,124.019,4,0.369
3i508xSmrzqtAGl6wYPGae,Something In The Air,"The Jepettos, ",0.265,0.442,233368,0.542,0.0788,0,0.14,-10.604,1,0.0304,149.813,4,0.133
2ZNMKkqfxJAvaxVdBF7afT,Love Song,"Mariee Sioux, ",0.925,0.477,229173,0.305,0.133,2,0.132,-11.411,0,0.0348,117.974,4,0.324
099TPpEaCSjEwysWZeTZv1,You Know Me,"Air Traffic Controller, ",0.000665,0.519,240680,0.861,0.00000121,6,0.134,-6.413,0,0.0404,138.048,4,0.833
4zuZZ7RAbJ8fkuUxrISlj6,Carousel,"Miner, ",0.0566,0.362,203187,0.738,0,0,0.143,-4.821,1,0.0331,121.793,4,0.487
4l94386YhnCzduk44xzFRx,Back To You,"Twin Forks, ",0.00594,0.547,170960,0.848,0,2,0.0743,-5.622,1,0.068,128.987,4,0.391
1Dq7TUIkdtsqJ65fxiIn6i,Volunteers,"Megafaun, ",0.186,0.602,177600,0.746,0,0,0.122,-3.528,1,0.0365,118.026,4,0.614
1AJ6dy0kvwMqGNPAT8XlJp,Pulaski at Night,"Andrew Bird, ",0.67,0.446,289093,0.643,0.000818,7,0.0951,-7.925,1,0.0561,99.608,4,0.527
4Ak6JZSh4CaPMRoXcmdE2X,A Seat at the Table,"J. Tillman, ",0.962,0.36,246867,0.132,0.0461,0,0.12,-19.544,1,0.0276,94.572,4,0.341
2JGSYOFs3qNgd4hhvhrkf8,Home,"Islandis, ",0.00084,0.479,230132,0.808,0.0288,1,0.152,-5.604,1,0.0673,75.121,4,0.583
4r608qFvEK55vdNyOPtnwf,Harvest Moon,"Poolside, ",0.288,0.782,368774,0.622,0.53,2,0.584,-5.823,1,0.0411,106.022,4,0.913
01Vfx2Jna7YYXb645Auid1,Tell Me,"Sharon Jones & The Dap-Kings, ",0.312,0.771,166767,0.639,0.00000642,6,0.14,-8.151,1,0.0321,110.509,4,0.887
3kguMbJma0qhOLniGsFlKq,Better Man,"Leon Bridges, ",0.219,0.395,140133,0.746,0,7,0.123,-4.938,1,0.0447,188.267,4,0.699
1VCEWYRGhRp6yaCFt7GzA9,The Best Crew,"Tep No, ",0.311,0.677,236786,0.738,0.000144,6,0.138,-6.287,1,0.0467,98.963,4,0.561
3i0nDmjTjXDsoMIKUFlhDR,Turning Heads,"Boyakaza, ",0.15,0.733,186033,0.628,0.873,5,0.128,-6.119,1,0.0362,93.02,4,0.84
5Opx1U7Rohfc06VDphr5qt,Windy,"Scarlet Pleasure, ",0.0388,0.772,206774,0.583,0,1,0.112,-7.202,0,0.0509,99.011,4,0.365
6UKQqrX26fiwC6ab7Subn2,Broken Roots,"Michl, ",0.483,0.578,226000,0.58,0.00232,2,0.289,-6.895,0,0.157,145.868,4,0.255
4bCCfBzdKxiA7tGWL0CZFm,Boyce And Hart,"The Minus 5, ",0.000955,0.67,178707,0.58,0.00128,0,0.22,-6.263,1,0.0306,114.981,4,0.433
5NHUINKcKplm3RaM0doXKI,Town & Country,"Bibio, ",0.503,0.714,243373,0.689,0.00134,7,0.1,-6.538,1,0.04,95.035,4,0.881
18erGN4kzZeFOSPzlkbc2d,Confused Lover,"biLLLy, ",0.424,0.625,214091,0.419,0.0000773,9,0.203,-11.475,0,0.391,87.762,4,0.735
1ZczOoLuCyDO5dKUPndxf5,Say a Little Prayer - Live,"Lianne La Havas, ",0.84,0.492,203574,0.326,0,4,0.696,-6.416,0,0.0505,112.218,4,0.377
2lkR391RHqgyLF2ERdtT3x,Strung Out,"Ruby Empress, ",0.0195,0.538,223853,0.69,0.141,9,0.168,-7.836,0,0.0378,100.006,4,0.335
1X1SYbh4YcezyQylTEMk9Y,Sly (feat. Winston Surfshirt) - Fortunes Remix,"Polographia, Winston Surfshirt, Fortunes, ",0.603,0.789,183500,0.441,0.000016,7,0.0827,-8.063,0,0.239,110.085,4,0.378
5yBUA5x8df0ebXvOGzuc0O,Ruin,"Shawn Mendes, ",0.398,0.669,241893,0.387,0,2,0.12,-6.624,1,0.0318,124.93,3,0.521
5uOL0fH1zxtRJwWHpCxy98,Melt,"JONES, ",0.193,0.697,214913,0.489,0.00848,1,0.102,-10.704,1,0.0398,100.009,4,0.411
42VpxSdGQgnV1UJkWeGYkA,Switch,"Cass McCombs, ",0.362,0.682,254234,0.538,0.000123,7,0.324,-9.296,0,0.0283,98.003,4,0.727
39PrQCuTLOgApfoGPKDdnc,Tearing Me Up - Radio Edit,"Bob Moses, ",0.121,0.676,223540,0.488,0,7,0.111,-7.455,1,0.0531,115.019,4,0.168
3t6bWEYhEgvSYlLSqW8v4J,Swingin Party,"Kindness, ",0.0426,0.81,238347,0.685,0.348,9,0.0928,-8.671,1,0.0412,109.949,4,0.484
6nnSkEpzo8PmHsOlSopoO6,Can't Seem To Make You Mine,"The Seeds, ",0.148,0.699,185481,0.384,0,7,0.121,-13.691,1,0.044,109.573,4,0.589
0SpVbtssPegVSizgGVpJ3o,Our Love,"Samm Henshaw, ",0.0192,0.832,185622,0.788,0,11,0.0571,-4.024,0,0.0993,115.98,4,0.958
38sf3sFw835Uzab1FpHqzJ,Le lac,"Julien Doré, ",0.136,0.737,237173,0.641,0.00258,8,0.132,-8.566,1,0.0345,117.029,4,0.808
5g0i6B7xPsaldRbjxMd2OL,I'll Be That Friend,"Jodie Abacus, ",0.222,0.715,210909,0.702,0.00000233,9,0.81,-4.856,0,0.0277,98.993,4,0.833
3hAzODuMR1gL72mawBMb6I,Feels So Right,"MAALA, ",0.314,0.54,223634,0.427,0.0000131,1,0.156,-6.78,0,0.0506,183.936,3,0.36
1FFG7xxiIpaw1kfbc402Pp,Just,"Couzare, Cozy, ",0.0788,0.907,228005,0.58,0.0025,9,0.133,-7.777,1,0.0653,120.001,4,0.582
0YLN2oIPG6MPKAy5ysiePj,Mellow Mellow (Right On),"Lowrell, ",0.0625,0.614,482013,0.525,0.000774,7,0.0766,-8.615,0,0.0411,87.462,4,0.825
7L7KnCltNM8yXWs3ozuUY1,Dang! (feat. Anderson .Paak),"Mac Miller, Anderson .Paak, ",0.00826,0.836,305350,0.67,0.000355,5,0.0837,-6.907,0,0.23,107.018,4,0.558
4YFVcmPaqjQnJg2bZ3Wm12,Anything You Want (Not That),"Belleruche, ",0.0541,0.954,202480,0.777,0.786,2,0.111,-7.935,0,0.0422,122.32,4,0.95
1J7aG8YZaTJ0FCkcvjsVI5,Canvas,"Ajmw, ",0.371,0.696,211957,0.286,0.681,5,0.207,-10.793,0,0.102,92.039,4,0.582
3p5RVnBFzE2flDBfBvPxOO,Second Heartbeat,"Shy Girls, ",0.64,0.731,203813,0.335,0.271,7,0.14,-9.672,1,0.0438,94.991,4,0.444
28YLWwEB6xnJQYN7e062rH,Tell Your Friends,"The Weeknd, ",0.246,0.584,334333,0.455,0,1,0.181,-11.066,0,0.0488,74.634,4,0.306
4ZKGarvWsSOruOaw40cFNz,Love That Girl,"Raphael Saadiq, ",0.0136,0.71,184413,0.674,0.0000173,1,0.0366,-5.393,1,0.0352,124.033,4,0.687
4LUu3bMpuxHjwPLj84rNSx,Mirror Maru,"Cashmere Cat, ",0.352,0.781,242133,0.718,0.552,1,0.0981,-6.559,1,0.0394,129.956,4,0.191
6AhZ4fAacXwYs07H8AwRwU,I Won't Take You for Someonelse,"Fantastic Mister Zguy, ",0.137,0.699,130250,0.767,0.000729,0,0.209,-6.503,1,0.0335,132.258,4,0.76
5tIw3TsHRrY1AL4K5UwTyP,Leadlight,"Julia Jacklin, ",0.159,0.659,222562,0.426,0,0,0.166,-8.365,1,0.0326,110.912,3,0.415
70mdAgKwVeGEHLB0lAR4mY,With Every Heartbeat (Joakim remix),"Robyn, ",0.0343,0.781,406205,0.738,0.605,4,0.0476,-7.389,0,0.0433,121.016,4,0.968
1WqrrxFLNeNcYH2ELDs9UK,Church On Sunday,"Grace, ",0.15,0.68,222907,0.604,0,5,0.0804,-5.76,1,0.234,168.036,4,0.932
20RMNLkRf91wZ2KpLXmqyq,Ciclos,"I Can Chase Dragons!, ",0.423,0.818,261672,0.316,0.0576,9,0.0976,-14.53,0,0.0907,101.007,4,0.513
52IlP9fJ6qgytF2duYrWDM,Géographie - Radio Edit,"Bon Voyage Organisation, ",0.0795,0.605,214200,0.733,0.158,4,0.0863,-7.602,0,0.0313,117.994,4,0.514
27uyUCHIMiiBM4vNHeEf5X,On The Line,"Gavin Turek, ",0.048,0.873,256180,0.69,0.436,9,0.0817,-4.791,0,0.038,128.006,4,0.895
4NQ7kqQP6q7PZ0LIvqSH8D,Love Like That,"Mayer Hawthorne, ",0.0607,0.875,246429,0.658,0.0000346,3,0.0658,-4.206,0,0.0411,125.95,4,0.891
5LDgjGacK4ZLXkSwwnv5Ix,Focus - Bonus Track,"Emily King, ",0.15,0.756,247083,0.509,0.231,6,0.0929,-13.598,0,0.0512,95.014,4,0.766
63MRutmAXJwkxhMhPHoioS,Tired of Talking,"LÉON, ",0.127,0.669,197000,0.693,0.00000294,9,0.174,-6.407,0,0.0695,100.946,4,0.396
48MBgGMN8k8ctL9MoxiZL3,Feel Good,"Satin Jackets, Scavenger Hunt, ",0.398,0.806,166333,0.603,0.0000817,2,0.145,-6.841,1,0.0971,113.996,4,0.796
4NN9IyaBZRM08WLVi7P2bw,Shine - Kygo Remix / Single Edit,"Benjamin Francis Leftwich, Kygo, ",0.446,0.689,219280,0.599,0.000156,4,0.541,-8.868,1,0.124,112.018,4,0.409
4XcggrvWzPGxlcpSMWqGFW,Night Air,"Jamie Woon, ",0.569,0.832,323799,0.522,0.0482,3,0.0953,-11.469,0,0.154,110.015,4,0.515
7gZzWI6yC0Wb8xLcNYoYIg,Am I Wrong,"Anderson .Paak, ScHoolboy Q, ",0.0588,0.729,253520,0.799,0.00218,11,0.0948,-7.378,0,0.0779,115.04,4,0.534
2Y2z7CYY8h4zBqsSvBteAU,Standing on My Own,"Max Jury, ",0.218,0.701,238464,0.565,0.024,4,0.189,-7.174,1,0.0393,141.999,4,0.517
5htgOWTitOzUNiVG5G0m5V,Taxis,"Amanda Bergman, ",0.312,0.675,190800,0.649,0.000437,11,0.23,-8.09,0,0.0435,120.058,4,0.351
3Mj5wXVgnFs0HhBI4iYHCd,Kelly,"Amason, ",0.0917,0.747,218573,0.529,0.18,1,0.128,-8.632,0,0.0315,117.006,4,0.594
430AnSE09cNCZ42bG27QyU,After All,"Charlotte Day Wilson, ",0.387,0.736,252245,0.458,0.000128,3,0.113,-7.853,1,0.0327,108.016,4,0.315
2MR7uOIOsLEgRL6xi9p5pS,Weight in Gold (feat. Seal),"Gallant, Seal, ",0.511,0.751,205727,0.311,0,3,0.0722,-11.528,1,0.0504,119.944,4,0.451
4BpERr0wWn65JvErQTfsYK,Make It Up,"Shura, ",0.195,0.675,211393,0.734,0.00615,11,0.129,-8.6,0,0.0356,120.962,4,0.526
6qH6xP8tzxvZlCcmHit4AL,Inspiration Information,"Shuggie Otis, ",0.00271,0.805,252293,0.654,0.00993,7,0.141,-7.072,1,0.056,89.738,4,0.844
0e43YnIeghIkDOW146x3G5,E.V.P.,"Blood Orange, ",0.00262,0.71,343570,0.692,0.0128,10,0.132,-7.68,1,0.0568,104.983,4,0.28
6rZ3FJNSp37OMiOxxjNmh5,Zuky,"Villa, ",0.0731,0.714,291571,0.791,0.165,11,0.073,-8.066,1,0.0506,107.988,4,0.917
0ki98XHCkOyTNd3RkTsVP0,Out Of Time,"Skogsrå, ",0.0287,0.774,266144,0.872,0.00479,8,0.0653,-3.527,1,0.0614,115.025,4,0.603
6PZDPg3dZgJkNL6nVMUB4b,Little Bit,"Lykke Li, ",0.158,0.819,273427,0.736,0.00161,7,0.109,-6.504,1,0.0416,120.318,4,0.709
4LMlviHZfDUXWIZhvGEAKi,Young,"Frankie Cosmos, ",0.439,0.495,122298,0.362,0.0000167,2,0.127,-8.737,1,0.0539,104.937,4,0.193
7BSROePF8jz3tVHbafS2P9,All Day Long,"KAPPEKOFF, ",0.132,0.651,215387,0.902,0.000768,5,0.198,-6.379,0,0.0571,112.399,4,0.583
0TNXILAGuF49nsIyylBACS,Til I Met Thee,"Cody Chesnutt, ",0.052,0.557,265557,0.665,0,8,0.163,-5.021,0,0.109,96.214,4,0.791
1bYqCjyoX456YOsC5MhiNC,Tip Pit,"World Champion, ",0.634,0.605,227781,0.573,0.000047,2,0.0974,-7.113,1,0.0274,143.216,3,0.834
6O9h1t3AJK6ybVvhZG5aCl,Back Where I Belong - Radio Edit,"Jack Savoretti, ",0.191,0.612,219360,0.874,0,3,0.135,-5.938,0,0.0682,115.026,4,0.908
3NZEdsk7NgbwTpIVmwNdvb,Chess - Opium Factory Remix,"Joon Moon, ",0.00713,0.912,183478,0.488,0.588,8,0.0752,-10.573,1,0.0378,104.005,4,0.864
2eJDreSFwZDkmDGdOtEJbR,Dare Tonight,"Gateway Drugs, ",0.237,0.684,212600,0.745,0.0000693,5,0.145,-6.667,1,0.0258,111.988,4,0.846
13AYQK0HEtYCMGo0yKebeD,It Takes a Lot,"Hush Moss, ",0.355,0.5,238830,0.753,0.556,5,0.364,-7.705,1,0.0582,213.973,4,0.901
42N1d6aqK7MfvsdHll5R83,Big Brown Eyes,"Benny Sings, ",0.0205,0.916,252627,0.475,0.303,9,0.119,-8.481,0,0.0495,130.86,4,0.695
7h9ktTq5GmXrk8oj8YshSP,Waters Of March - Tim Biro Edit,"Penderstreet Steppers, Harry ""The It"" Dennis, ",0.777,0.96,258429,0.46,0.821,1,0.112,-11.601,0,0.235,108.85,4,0.459
6Ecfs0LIfbnRFjBx8dnguQ,Get You Back,"Mayer Hawthorne, ",0.175,0.469,216253,0.47,0,3,0.0993,-6.197,1,0.0345,179.757,3,0.518
5VUl17rW74R67xbxOppPl8,Paradise - Boehm Remix,"Josef Salvat, Boehm, ",0.0987,0.814,197893,0.526,0.00000582,6,0.116,-7.452,1,0.0373,119.987,4,0.607
4it9okpXUNL0haiYRxfU0q,Miss Right,"Anderson .Paak, ",0.00312,0.824,198652,0.526,0.258,10,0.161,-7.334,0,0.222,96.477,4,0.699
0bwhh6ODCZgJFY2n4CMkoF,Lost (As I Am),"Superwalkers, ",0.00297,0.668,206096,0.597,0.0823,11,0.28,-7.458,0,0.0341,120.006,4,0.646
3zRopmiStbxwO6GAPbzVuk,Hurt Me,"Låpsley, ",0.676,0.661,231467,0.733,0.0000706,8,0.16,-5.345,1,0.129,137.904,4,0.575
1sq5otKE9EWT2fkJrrJx6Q,1517,"The Whitest Boy Alive, ",0.317,0.784,221227,0.539,0.377,11,0.0989,-7.676,0,0.0406,122.53,4,0.963
5BTo0g51UzNtfpzrxrY6RQ,Luxembourg Park,"Omoh, ",0.384,0.88,204160,0.405,0.00207,0,0.119,-8.228,1,0.0611,120.014,4,0.775
2pygzLN7fwCgeW5FNaugEm,What You Don't Do - Tom Misch Remix,"Lianne La Havas, Tom Misch, ",0.334,0.704,229959,0.511,0.137,10,0.113,-6.778,0,0.131,93.989,4,0.478
00NLANlysX9yJpOD3mfshw,Outside,"SoulChef, ",0.0835,0.782,120053,0.565,0.854,10,0.142,-10.321,0,0.148,93.009,4,0.696
0afm4aa732OUJGXr0JGJ56,Walk Walk (20syl Remix),"Yael Naim, ",0.466,0.376,176853,0.38,0.000265,5,0.189,-9.439,1,0.113,83.694,4,0.43
5MjAFPcmrR1DYCgZrXCN4d,Turnin' Me Up,"BJ The Chicago Kid, ",0.0369,0.732,269173,0.79,0.118,2,0.0543,-4.346,1,0.0918,78.504,4,0.827
0IJ1ijo3uoJzy6ZE5wxJio,Grizzly Bear,"Angus & Julia Stone, ",0.496,0.907,248520,0.439,0.0911,9,0.099,-8.621,0,0.049,118.051,4,0.929
5JGupSc7p3y6FWoWuuOewZ,Give - Radio Version,"Emil Germ, ",0.228,0.793,207934,0.638,0.00743,0,0.0705,-7.64,1,0.0444,105.009,4,0.534
6liqFYyuPXOxhDorB94vbW,"Odissi, Pt. II (Emotif) [Yuksek Remix]","Chassol, ",0.0631,0.663,288197,0.824,0.278,5,0.0724,-7.995,0,0.0573,89.993,4,0.552
1UXYaXFyEogAXs4ddBnpZg,A Simple Game,"Billy Ocean, ",0.0689,0.692,303400,0.72,0.000121,9,0.232,-3.975,0,0.0434,109.994,4,0.543
17XvbAd3K1GOjWy5uQvK2U,Baby,"Devendra Banhart, ",0.0498,0.833,185787,0.325,0.0674,1,0.15,-10.093,0,0.0404,102.02,4,0.863
0fFBRlw706hANaqydx0ujA,Ar Tu Jauti?,"Saulės Kliošas, ",0.0744,0.815,229800,0.644,0.414,1,0.0659,-7.966,1,0.0556,115.01,4,0.654
617uvFPi0cd6YGUApc6lLq,Why,"Les Sins, Nate Salman, ",0.238,0.766,243787,0.678,0.185,10,0.107,-7.629,0,0.0331,117.025,4,0.642
3RaH9fxrZ541JcayzhcuzX,Second Nature,"Stalking Gia, ",0.652,0.865,246610,0.548,0.0161,10,0.113,-7.379,0,0.192,109.989,4,0.879
7qFexQbJ2Kjv9V5hMtK5Lh,Wait For the Moment,"Vulfpeck, ",0.501,0.773,230677,0.36,0.00409,0,0.0823,-9.722,1,0.0955,79.207,4,0.677
7Dq1sWM1JfMrphbuwfeGVl,How Long,"Ace, ",0.587,0.717,204227,0.406,0.103,0,0.0869,-13.954,0,0.0305,123.213,4,0.71
5jI0YSy3aW387FQaXQeiaO,Brother Brother,"Surfalot, ",0.343,0.662,185202,0.558,0.000449,7,0.28,-7.615,1,0.0307,124.976,4,0.509
2pNQc7ivtCoOwEGJ04AwzW,Emotional,"Snoh Aalegra, ",0.358,0.569,231200,0.678,0,6,0.023,-6.166,1,0.0715,101.52,4,0.862
3jPbQzzYMp2Fc2Qj6hsqkg,Never Said I Was An Angel,"Pauline, ",0.259,0.783,190147,0.656,0.00463,1,0.0227,-7.307,1,0.0377,136.037,4,0.965
3AA8xNhDC0MpqwkGX3EP5V,If I ever feel better,"Phoenix, ",0.0492,0.755,266600,0.553,0.00607,6,0.0646,-9.449,0,0.107,119.7,4,0.836
6hoRr1KXrixuhILElTIGUM,Effortless,"Sabina Ddumba, ",0.192,0.632,180347,0.631,0,1,0.107,-5.181,1,0.0433,83.106,4,0.522
1N5zNjjaie1MpYW4oTPqVZ,Keeping Me Under,"Two Another, ",0.135,0.795,218926,0.549,0.000109,2,0.115,-7.791,1,0.088,108.012,4,0.592
4remf8hQHkZ4nXhOpNTMw4,All For You,"Lion & The Lamb, ",0.0116,0.648,236081,0.476,0.00641,4,0.0681,-12.818,0,0.184,172.037,4,0.963
6ikh8e4YxgOlb11LWUaBp4,The Keys,"Matt Duncan, ",0.511,0.782,217066,0.478,0.0117,0,0.131,-11.132,1,0.0671,94.997,4,0.707
5UBS7QGzK8TikZe4v6A91F,Nothing Gold - Todd Terje Remix,"Joakim, ",0.0532,0.73,561682,0.838,0.908,8,0.0522,-6.712,1,0.0468,112.995,4,0.964
5W7fIifB8wRBPN6yOcHpi2,Samba de uma nota só,"Vanessa Da Mata, ",0.472,0.724,134707,0.573,0.00445,2,0.107,-8.346,1,0.0356,88.028,4,0.463
38tH5TrrQ4ckthMLBGlbxV,Double Rainbow,"Stan Getz, João Gilberto, ",0.931,0.478,211867,0.309,0.0241,9,0.115,-16.694,1,0.0354,95.006,3,0.619
0eIW0BGY63JpCydq9j0oVL,La Rua Madureira,"Pauline Croze, ",0.898,0.583,197880,0.402,0.00000136,7,0.143,-10.659,0,0.0317,85.936,4,0.552
22DUYHHTOtAwYFnkX7i0Kn,The Night Has a Thousand Eyes,"Sonny Rollins, ",0.83,0.702,550333,0.295,0.862,7,0.109,-14.149,1,0.0494,129.255,4,0.561
5kapVb34raTBsynt0Zj6qw,Bossa Antigua,"Paul Desmond, ",0.925,0.513,282560,0.292,0.82,5,0.0824,-18.232,0,0.0579,97.087,4,0.564
1jpzA2afTrTVH2nGJNAiN8,Foi um Rio Que Passou em Minha Vida - Ao Vivo,"Paulinho Da Viola, ",0.662,0.546,165533,0.487,0.000246,9,0.697,-15.412,1,0.313,114.449,4,0.786
70BS5YOpvhWkkol3Alvsi1,The Girl From Ipanema,"Amy Winehouse, ",0.279,0.691,166960,0.608,0.00000175,9,0.111,-5.045,0,0.0516,138.039,4,0.713
6RQ1VQNFbi0yn2ZHX12cLJ,Paquetá,"Dalva De Oliveira, ",0.77,0.688,132582,0.424,0,2,0.156,-11.271,1,0.0701,127.021,4,0.893
5013GzW3Mw2vibyztNJoOe,Samba Saravah,"Pauline Croze, ",0.832,0.686,170187,0.435,0,6,0.0975,-9.37,1,0.0425,152.004,4,0.815
2ukW9zOr51AYeLSmCtTVqW,Não Me Deixe Só,"Vanessa Da Mata, ",0.333,0.731,189667,0.469,0.0115,2,0.0976,-10.724,1,0.0379,107.093,4,0.641
1UHqnM0GD6JptREQgmkN9z,Ondo Onda A Meu Amor,"Orlandivo, ",0.276,0.687,222693,0.661,0.0859,5,0.245,-12.15,0,0.106,88.102,4,0.96
1OzHkIzGMj4S3rWwF8TBjc,Aqua De Coco,"Marcos Valle, ",0.487,0.755,287560,0.732,0.00091,10,0.454,-9.6,0,0.0658,88.028,4,0.825
4oStJO9ZuNRysGUHV2DV6j,Carolina Carol Bela,"Jorge Ben Jor, Toquinho, ",0.87,0.45,188173,0.53,0.0723,7,0.137,-11.284,0,0.0358,86.087,4,0.901
17WLioC3CduxV3E7SxuEuU,Não Vem Que Não Tem (Nem Vem Que Não),"Wilson Simonal, ",0.172,0.745,153347,0.682,0,5,0.713,-8.157,1,0.0472,121.354,4,0.889
1hrzv3L6VgkXub9T34ipcg,O Telefone Tocou Novamente,"Jorge Ben Jor, ",0.573,0.533,231347,0.723,0,4,0.0996,-7.223,0,0.0456,87.938,4,0.575
2moGHNaU8a4j1iowyOiYnF,Samba da Bênção,"Maria Bethânia, ",0.372,0.597,182160,0.549,0.000923,0,0.0992,-11.817,1,0.0543,159.381,4,0.851
5AjFVQrx7ABMWaxQvnz3V5,Saudade Dela,"Maria Bethânia, Gilberto Gil, Caetano Veloso, ",0.467,0.766,208707,0.637,0,9,0.264,-8.528,1,0.0626,95.136,4,0.588
5VKSs0ytf8QhIKqJ5creHP,Falador Passa Mal,"Os Originais Do Samba, ",0.363,0.791,189133,0.802,0.0000843,5,0.0751,-6.481,0,0.118,88.95,4,0.869
4101xj55k6mKizH6DAsDOZ,Bebete Vãobora,"Jorge Ben Jor, ",0.808,0.599,154400,0.538,0,11,0.441,-7.823,0,0.0611,89.844,4,0.803
46I8nmGoUkxHC6hCxFPOnv,C'Est Une Bossa Nova,"Brigitte Bardot, ",0.715,0.613,129613,0.439,0.0000128,11,0.135,-10.364,0,0.0297,136.708,4,0.73
